"virus name","TaxaID","refseq id","Genome.organization"
"Rockport virus",1001080,"NC_038694,NC_038695,NC_038696","Segmented"
"Rose cryptic virus 1",492502,"NC_010346,NC_010347,NC_010348","Segmented"
"Rosellinia necatrix megabirnavirus 1/W779",658904,"NC_013462,NC_013463","Segmented"
"Rosellinia necatrix megabirnavirus 2-W8",1676267,"NC_029125,NC_029126","Segmented"
"Rosellinia necatrix partitivirus 1-W8",235994,"NC_007537,NC_007538","Segmented"
"Rosellinia necatrix partitivirus 2",859651,"NC_020234,NC_020235","Segmented"
"Rosellinia necatrix partitivirus 6",1573459,"NC_028250,NC_028251","Segmented"
"Rosellinia necatrix partitivirus 8",2025333,"NC_036600,NC_036603","Segmented"
"Rosellinia necatrix quadrivirus 1",1000373,"NC_016757,NC_016758,NC_016759,NC_016760","Segmented"
"Rotavirus A",28875,"NC_011500,NC_011501,NC_011502,NC_011503,NC_011504,NC_011505,NC_011506,NC_011507,NC_011508,NC_011509,NC_011510","Segmented"
"Rotavirus C",36427,"NC_007543,NC_007544,NC_007545,NC_007546,NC_007547,NC_007569,NC_007570,NC_007571,NC_007572,NC_007573,NC_007574","Segmented"
"Rotavirus D chicken/05V0049/DEU/2005",884200,"NC_014511,NC_014512,NC_014513,NC_014514,NC_014515,NC_014516,NC_014517,NC_014518,NC_014519,NC_014520,NC_014521","Segmented"
"Rotavirus F chicken/03V0568/DEU/2003",994994,"NC_021625,NC_021626,NC_021627,NC_021628,NC_021629,NC_021630,NC_021631,NC_021632,NC_021633,NC_021634,NC_021635","Segmented"
"Rotavirus G chicken/03V0567/DEU/2003",994995,"NC_021580,NC_021581,NC_021582,NC_021583,NC_021584,NC_021585,NC_021586,NC_021587,NC_021588,NC_021589,NC_021590","Segmented"
"Rotavirus I",1637496,"NC_026820,NC_026821,NC_026822,NC_026823,NC_026824,NC_026825,NC_026826,NC_026827,NC_026828,NC_026829,NC_026830","Segmented"
"Rotavirus J",1929964,"NC_055263,NC_055264,NC_055265,NC_055266,NC_055267,NC_055268,NC_055269,NC_055270,NC_055271,NC_055272,NC_055273","Segmented"
"Rukutama virus",1531287,"NC_055366,NC_055367,NC_055368","Segmented"
"Ryukyu mammarenavirus",2169995,"NC_039009,NC_039010","Segmented"
"SFTS virus HB29",992212,"NC_018136,NC_018137,NC_018138","Segmented"
"Sabia virus",2907957,"NC_006313,NC_006317","Segmented"
"Sabo virus",159138,"NC_043552,NC_043553,NC_043554","Segmented"
"Saesbyeol virus",2320522,"NC_040461,NC_040462,NC_040463","Segmented"
"Salanga virus",1416745,"NC_055360,NC_055361,NC_055362","Segmented"
"Salehabad virus",904699,"NC_055294,NC_055295,NC_055296","Segmented"
"Sambucus virus S",2052851,"NC_040389,NC_040390,NC_040391","Segmented"
"San Angelo virus",45767,"NC_043636,NC_043637,NC_043638","Segmented"
"Sandfly fever Naples virus",206160,"NC_006318,NC_006319,NC_006320","Segmented"
"Sandfly fever Turkey virus",688699,"NC_015411,NC_015412,NC_015413","Segmented"
"Sangassou orthohantavirus",1980489,"NC_034516,NC_034517,NC_034526","Segmented"
"Sango virus",159152,"NC_043555,NC_043556,NC_043557","Segmented"
"Santeuil nodavirus",977913,"NC_015069,NC_015070","Segmented"
"Sanxia Qinvirus-like virus 1",1923354,"NC_033284,NC_033285","Segmented"
"Sanxia Water Strider Virus 1",1608060,"NC_031141,NC_031142,NC_031143","Segmented"
"Sanxia Water Strider Virus 2",1608061,"NC_055190,NC_055191,NC_055192","Segmented"
"Sanxia water strider virus 10",1923394,"NC_033279,NC_033286","Segmented"
"Sathuperi orthobunyavirus",159141,"NC_018461,NC_018462,NC_018466","Segmented"
"Satsuma dwarf virus",47416,"NC_003785,NC_003786","Segmented"
"Schmallenberg virus",1133363,"NC_043582,NC_043583,NC_043584","Segmented"
"Sclerophthora macrospora virus A",191289,"NC_005817,NC_005818,NC_005819","Segmented"
"Sclerotinia sclerotiorum botybirnavirus 1",1654339,"NC_027138,NC_027139","Segmented"
"Sclerotinia sclerotiorum megabirnavirus 1",1661257,"NC_027221,NC_027222","Segmented"
"Sclerotinia sclerotiorum mycoreovirus 4",1840528,"NC_030152,NC_030153,NC_030154,NC_030155,NC_030156,NC_030157,NC_030158,NC_030159,NC_030160,NC_030161,NC_030162,NC_030163","Segmented"
"Sclerotinia sclerotiorum partitivirus S",659497,"NC_013014,NC_013015","Segmented"
"Sclerotium hydrophilum virus 1",1895000,"NC_030888,NC_030891","Segmented"
"Scophthalmus maximus reovirus",994485,"NC_038634,NC_038635,NC_038636,NC_038637,NC_038638,NC_038639,NC_038640,NC_038641,NC_038642,NC_038643,NC_038644","Segmented"
"Seattle Prectang virus",1892235,"NC_043624,NC_043625,NC_043626","Segmented"
"Senegalese sole Iberian betanodavirus",683176,"NC_024492,NC_024493","Segmented"
"Seoul orthohantavirus",1980490,"NC_005236,NC_005237,NC_005238","Segmented"
"Seoul virus 80-39",12557,"S47716,X56492","Segmented"
"Serra do Navio virus",45768,"NC_043639,NC_043640,NC_043641","Segmented"
"Severe fever with thrombocytopenia syndrome virus",1003835,"NC_043450,NC_043451,NC_043452","Segmented"
"Shahe heteroptera virus 3",1923419,"NC_032140,NC_032141,NC_032142","Segmented"
"Shahe qinvirus-like virus 1",1923453,"NC_033287,NC_033288","Segmented"
"Shahe yuevirus-like virus 1",1923457,"NC_033289,NC_033290","Segmented"
"Shamonda orthobunyavirus",159150,"NC_018463,NC_018464,NC_018467","Segmented"
"Shayang Spider Virus 1",1608068,"NC_031218,NC_031219,NC_031220","Segmented"
"Shuangao Insect Virus 1",1608075,"NC_031221,NC_031222,NC_031223","Segmented"
"Shuangao Insect Virus 2",1608076,"NC_043038,NC_043039,NC_043040,NC_043041","Segmented"
"Shuangao chryso-like virus 1",1923465,"NC_055224,NC_055225,NC_055226,NC_055227","Segmented"
"Shuangao insect virus 7",1746063,"NC_028391,NC_028392,NC_028396,NC_028397","Segmented"
"Shuni orthobunyavirus",159148,"NC_043697,NC_043698,NC_043699","Segmented"
"Sida Brazil virus",666145,"NC_038887","Segmented"
"Sida angular mosaic virus",1904882,"NC_031456,NC_031457","Segmented"
"Sida chlorotic leaf virus",2593923,"NC_055581,NC_060102","Segmented"
"Sida chlorotic vein virus",1904883,"NC_031454,NC_031455","Segmented"
"Sida ciliaris golden mosaic virus",1264880,"NC_038456,NC_049200","Segmented"
"Sida golden mosaic Brazil virus",2080282,"FN436001","Segmented"
"Sida golden mosaic Buckup virus-[Jamaica:St. Elizabeth:2004]",929769,"NC_014794,NC_014795","Segmented"
"Sida golden mosaic Costa Rica virus",223313,"NC_004657,NC_004658","Segmented"
"Sida golden mosaic Florida virus-Malvastrum",871521,"NC_014446,NC_014447","Segmented"
"Sida golden mosaic Honduras virus",223316,"NC_004659,NC_004660","Segmented"
"Sida golden mosaic virus",51034,"NC_002046,NC_002047","Segmented"
"Sida golden mosaic virus - whitefly VEM Citra Florida",1032477,"HM626517","Segmented"
"Sida golden mottle virus",759390,"NC_014128,NC_014130","Segmented"
"Sida golden yellow vein virus-[A11]",223318,"NC_038460","Segmented"
"Sida golden yellow vein virus-[Jamaica:Liguanea2:2008]",929766,"NC_004635,NC_014799","Segmented"
"Sida interveinal bright yellow virus",2704172,"NC_055602,NC_060097","Segmented"
"Sida micrantha mosaic virus",228897,"NC_005330,NC_005331","Segmented"
"Sida mosaic Alagoas virus",1046571,"NC_016573,NC_016579","Segmented"
"Sida mosaic Bolivia virus 1",932069,"NC_015044,NC_015046","Segmented"
"Sida mosaic Bolivia virus 2",932070,"NC_015043,NC_015047","Segmented"
"Sida mosaic Sinaloa virus",367850,"NC_008056,NC_008059","Segmented"
"Sida yellow golden mosaic virus",2174902,"NC_055548,NC_060100","Segmented"
"Sida yellow mosaic Yucatan virus",408719,"NC_008779,NC_008780","Segmented"
"Sida yellow mottle virus",1093958,"NC_016082,NC_016083","Segmented"
"Sida yellow vein virus",223321,"NC_004661,NC_004662","Segmented"
"Silverwater virus",1564099,"NC_055369,NC_055370,NC_055371","Segmented"
"Simbu orthobunyavirus",35306,"NC_018476,NC_018477,NC_018478","Segmented"
"Sin Nombre orthohantavirus",1980491,"NC_005215,NC_005216,NC_005217","Segmented"
"Sinapis alba cryptic virus 1",1768874,"NC_030243,NC_030245","Segmented"
"Snowshoe hare virus",11580,"NC_055196,NC_055197,NC_055198","Segmented"
"Soil-borne cereal mosaic virus",100887,"NC_002330,NC_002351","Segmented"
"Soil-borne wheat mosaic virus",28375,"NC_002041,NC_002042","Segmented"
"Solanum mosaic Bolivia virus",932073,"NC_024304,NC_024305","Segmented"
"Sophora japonica powdery mildew-associated partitivirus",1891704,"NC_030875,NC_030876","Segmented"
"Sophora yellow stunt virus",1980160,"NC_055616,NC_055617,NC_055618,NC_055619,NC_055620,NC_055621,NC_055622,NC_055623","Segmented"
"Sorghum chlorotic spot virus",107804,"NC_004014,NC_004015","Segmented"
"Sororoca virus",273354,"NC_043570,NC_043571,NC_043572","Segmented"
"Souris virus",2010246,"NC_039011,NC_039012","Segmented"
"South African cassava mosaic virus",63723,"NC_003803,NC_003804","Segmented"
"Southern rice black-streaked dwarf virus",519497,"NC_014708,NC_014709,NC_014710,NC_014711,NC_014712,NC_014713,NC_014714,NC_014715,NC_014716,NC_014717","Segmented"
"Soybean chlorotic blotch virus",761702,"NC_014141,NC_014142","Segmented"
"Soybean chlorotic spot virus",1221206,"NC_018456,NC_018457","Segmented"
"Soybean latent spherical virus",1927714,"NC_032270,NC_032271","Segmented"
"Soybean vein necrosis virus",980895,"NC_055178,NC_055179,NC_055180","Segmented"
"Spinach cryptic virus 1",1937817,"NC_033770,NC_033771","Segmented"
"Spinach latent virus",42680,"NC_003808,NC_003809,NC_003810","Segmented"
"Spissistilus festinus reovirus",1004049,"NC_016874,NC_016875,NC_016876,NC_016877,NC_016878,NC_016879,NC_016880,NC_016881,NC_016882,NC_016883","Segmented"
"Spring beauty latent virus",188141,"NC_004120,NC_004121,NC_004122","Segmented"
"Squash chlorotic leaf spot virus",1810396,"NC_035215,NC_035221","Segmented"
"Squash leaf curl Philippines virus",269277,"NC_005845,NC_005846","Segmented"
"Squash leaf curl virus",10829,"NC_001936,NC_001937","Segmented"
"Squash mild leaf curl virus",223324,"NC_004645,NC_004646","Segmented"
"Squash mosaic virus",12263,"NC_003799,NC_003800","Segmented"
"Squash yellow mild mottle virus",1051966,"NC_003860,NC_003865","Segmented"
"Sri Lankan cassava mosaic virus - [Ker20]",475454,"AJ579307,AJ579308","Segmented"
"Sri Lankan cassava mosaic virus-[Colombo]",223328,"NC_003861,NC_003862","Segmented"
"St Croix River virus",104581,"NC_005997,NC_005998,NC_005999,NC_006000,NC_006001,NC_006002,NC_006003,NC_006004,NC_006005,NC_006006","Segmented"
"Stemphylium lycopersici mycovirus",2499625,"NC_040515,NC_040516,NC_040517,NC_040518","Segmented"
"Strawberry latent ringspot virus",28351,"NC_006964,NC_006965","Segmented"
"Strawberry mottle virus",167161,"NC_003445,NC_003446","Segmented"
"Strawberry necrotic shock virus",243563,"NC_008706,NC_008707,NC_008708","Segmented"
"Strawberry pallidosis-associated virus",227507,"NC_005895,NC_005896","Segmented"
"Striped jack nervous necrosis virus",35297,"NC_003448,NC_003449","Segmented"
"Subterranean clover stunt virus",36772,"NC_003812,NC_003813,NC_003815,NC_003816,NC_003817,NC_003819","Segmented"
"Sweet clover necrotic mosaic virus",28348,"NC_003806,NC_003807","Segmented"
"Sweet potato chlorotic stunt virus",81931,"NC_004123,NC_004124","Segmented"
"Tacaiuma orthobunyavirus",611707,"NC_043692,NC_043693,NC_043694","Segmented"
"Tacaribe mammarenavirus",11631,"NC_004292,NC_004293","Segmented"
"Tacheng Tick Virus 1",1608083,"NC_031284,NC_031285,NC_031286","Segmented"
"Tacheng Tick Virus 2",1608084,"NC_055425,NC_055426","Segmented"
"Tahyna virus",45270,"NC_055205,NC_055206,NC_055207","Segmented"
"Tai virus",1406343,"NC_034457,NC_034459,NC_034461","Segmented"
"Tamiami mammarenavirus",45223,"NC_010701,NC_010702","Segmented"
"Tapara virus",1926501,"NC_033838,NC_033839,NC_033848","Segmented"
"Tapirape virus",1538456,"NC_055187,NC_055188,NC_055189","Segmented"
"Tarumizu tick virus",2014339,"NC_055251,NC_055252,NC_055253,NC_055254,NC_055255,NC_055256,NC_055257,NC_055258,NC_055259,NC_055260,NC_055261,NC_055262","Segmented"
"Tasmanian aquabirnavirus",1721090,"NC_028252,NC_028253","Segmented"
"Tataguine virus",1623310,"NC_043606,NC_043607,NC_043608","Segmented"
"Tatenale orthohantavirus",2651812,"NC_055635,NC_055636,NC_055637","Segmented"
"Tavallinen suomalainen mies virus",1672384,"NC_039007,NC_039008","Segmented"
"Tea plant line pattern virus",2419940,"NC_040435,NC_040436,NC_040437","Segmented"
"Tea plant necrotic ring blotch virus",2419939,"NC_040401,NC_040402,NC_040403,NC_040404","Segmented"
"Tehran virus",206161,"NC_055384,NC_055385,NC_055386","Segmented"
"Tellina virus 1",321302,"NC_038869,NC_038870","Segmented"
"Tensaw virus",273347,"NC_043546,NC_043547,NC_043548","Segmented"
"Tete orthobunyavirus",35319,"NC_039183,NC_039184,NC_039185","Segmented"
"Tetterwort vein chlorosis virus",1712389,"NC_038788,NC_038789","Segmented"
"Thiafora orthonairovirus",1980529,"NC_039220,NC_039221,NC_039222","Segmented"
"Thogotovirus dhoriense",11318,"NC_034254,NC_034255,NC_034256,NC_034261,NC_034262,NC_034263","Segmented"
"Thogotovirus thogotoense",11569,"NC_006495,NC_006496,NC_006504,NC_006506,NC_006507,NC_006508","Segmented"
"Thottopalayam virus",1980493,"NC_010704,NC_010707,NC_010708","Segmented"
"Tiger puffer nervous necrosis virus",43764,"NC_013460,NC_013461","Segmented"
"Tigray virus",1268011,"KU934009,KU934010,NC_055147","Segmented"
"Tilapia lake virus",1549864,"NC_029921,NC_029922,NC_029923,NC_029924,NC_029925,NC_029926,NC_029927,NC_029928,NC_029929,NC_029930","Segmented"
"Tobacco leaf curl Cuba virus",336987,"NC_035887,NC_035888","Segmented"
"Tobacco leaf curl Dominican Republic virus",2528965,"NC_055514,NC_055515","Segmented"
"Tobacco rattle virus",12295,"NC_003805,NC_003811","Segmented"
"Tobacco ringspot virus",12282,"NC_005096,NC_005097","Segmented"
"Tobacco streak virus",12317,"NC_003842,NC_003844,NC_003845","Segmented"
"Tobacco yellow crinkle virus",565052,"NC_015627,NC_015628","Segmented"
"Tofla virus",1615758,"NC_029122,NC_029123,NC_029124","Segmented"
"Tomato aspermy virus",12315,"NC_003836,NC_003837,NC_003838","Segmented"
"Tomato black ring virus",12275,"NC_004439,NC_004440","Segmented"
"Tomato chlorosis virus",67754,"NC_007340,NC_007341","Segmented"
"Tomato chlorotic leaf curl virus",2015441,"NC_055471,NC_055472","Segmented"
"Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004]",983437,"NC_015961,NC_015962","Segmented"
"Tomato chlorotic mottle Guyane virus",1701549,"NC_038965,NC_040183","Segmented"
"Tomato chlorotic mottle virus",172391,"NC_003664,NC_003665","Segmented"
"Tomato chlorotic mottle virus-Crumple",223339,"AY090557","Segmented"
"Tomato chlorotic mottle virus-[Brazil]",223338,"AF490004,AF491306","Segmented"
"Tomato chlorotic spot virus",12851,"NC_035482,NC_035483,NC_035484","Segmented"
"Tomato chocolate spot virus",661101,"NC_013075,NC_013076","Segmented"
"Tomato common mosaic virus",536084,"NC_010835,NC_010836","Segmented"
"Tomato dwarf leaf virus",1195378,"NC_016580,NC_016581","Segmented"
"Tomato golden mosaic virus",10831,"NC_001507,NC_001508","Segmented"
"Tomato golden mosaic virus-Yellow vein",223341,"K02029,K02030","Segmented"
"Tomato golden mottle virus",223342,"NC_008057,NC_008058","Segmented"
"Tomato golden vein virus",296190,"NC_038806,NC_038807","Segmented"
"Tomato infectious chlorosis virus",52135,"NC_013258,NC_013259","Segmented"
"Tomato leaf curl Gujarat virus",219299,"NC_004558,NC_004559","Segmented"
"Tomato leaf curl Gujarat virus - [Varanasi]",269306,"AY190290,AY190291","Segmented"
"Tomato leaf curl Karnataka virus 2",2560810,"NC_055133","Segmented"
"Tomato leaf curl Karnataka virus 3",2560811,"NC_055134","Segmented"
"Tomato leaf curl New Delhi virus",223347,"NC_004611,NC_004612","Segmented"
"Tomato leaf curl New Delhi virus 5",2560812,"NC_055126","Segmented"
"Tomato leaf curl Palampur virus",526476,"NC_010839,NC_010840","Segmented"
"Tomato leaf curl Sinaloa virus",71186,"NC_009605,NC_009606","Segmented"
"Tomato marchitez virus",470166,"NC_010987,NC_010988","Segmented"
"Tomato mild mosaic virus",536086,"NC_010833,NC_010834","Segmented"
"Tomato mild yellow leaf curl Aragua virus",1124577,"NC_009490,NC_009491","Segmented"
"Tomato mosaic Trujillo virus",2015440,"NC_055157,NC_055158","Segmented"
"Tomato mosaic leaf curl virus",260908,"NC_005850,NC_005851","Segmented"
"Tomato mosaic severe dwarf virus",2712833,"NC_055587,NC_060090","Segmented"
"Tomato mottle Taino virus",223358,"NC_001828,NC_001917","Segmented"
"Tomato mottle virus",10835,"NC_001938,NC_001939","Segmented"
"Tomato mottle virus-[Florida]",223359,"L14460,L14461","Segmented"
"Tomato mottle wrinkle virus",1266458,"NC_025265,NC_025266","Segmented"
"Tomato necrotic dwarf virus",1481465,"NC_027926,NC_027927","Segmented"
"Tomato necrotic streak virus",1637492,"NC_039074,NC_039075,NC_039076","Segmented"
"Tomato ringspot virus",12280,"NC_003839,NC_003840","Segmented"
"Tomato rugose mosaic virus",134599,"NC_002555,NC_002556","Segmented"
"Tomato rugose mosaic virus-[Ube]",223360,"AF291705,AF291706","Segmented"
"Tomato rugose yellow leaf curl virus",1162280,"NC_020257,NC_038234","Segmented"
"Tomato severe leaf curl Kalakada virus",2560813,"NC_055140","Segmented"
"Tomato severe rugose virus",158463,"NC_009607,NC_009612","Segmented"
"Tomato spotted wilt orthotospovirus",1933298,"NC_002050,NC_002051,NC_002052","Segmented"
"Tomato torrado virus",370833,"NC_009013,NC_009032","Segmented"
"Tomato twisted leaf virus",2571287,"NC_055524","Segmented"
"Tomato vein clearing leaf deformation virus",2603436,"NC_055570,NC_060101","Segmented"
"Tomato yellow leaf curl Kanchanaburi virus",266799,"NC_005811,NC_005812","Segmented"
"Tomato yellow leaf curl Thailand virus",85752,"NC_000869,NC_000870","Segmented"
"Tomato yellow leaf curl Thailand virus-[1]",221541,"X63015,X63016","Segmented"
"Tomato yellow leaf curl Thailand virus-[2]",221540,"AF141897,AF141922","Segmented"
"Tomato yellow leaf deformation dwarf virus",2712846,"NC_055586,NC_060089","Segmented"
"Tomato yellow leaf distortion virus",649996,"NC_011348,NC_017913","Segmented"
"Tomato yellow margin leaf curl virus",260909,"NC_005852,NC_005853","Segmented"
"Tomato yellow mottle virus",86502,"NC_019946,NC_019947","Segmented"
"Tomato yellow ring virus",304859,"NC_055411,NC_055412,NC_055413","Segmented"
"Tomato yellow spot virus",365523,"NC_007726,NC_007727","Segmented"
"Tomato yellow vein streak virus",55216,"NC_010949,NC_010950","Segmented"
"Tomato zonate spot virus",460926,"NC_010489,NC_010490,NC_010491","Segmented"
"Toros virus",1764085,"NC_029903,NC_037614,NC_037615","Segmented"
"Toscana virus",11590,"X53794,X89628","Segmented"
"Tospovirus kiwifruit/YXW/2014",1857323,"NC_030378,NC_030379,NC_030380","Segmented"
"Tres Almendras virus",2559114,"NC_055402,NC_055403,NC_055404","Segmented"
"Trichoderma harzianum bipartite mycovirus 1",2315392,"NC_040768,NC_040769","Segmented"
"Trichoplusia ni cypovirus 15",134606,"NC_002557,NC_002558,NC_002559,NC_002560,NC_002561,NC_002562,NC_002563,NC_002564,NC_002565,NC_002566,NC_002567","Segmented"
"Triumfetta yellow mosaic virus",1825950,"NC_038983,NC_040188","Segmented"
"Trivittatus virus",35516,"NC_055193,NC_055194,NC_055195","Segmented"
"Tula orthohantavirus",1980494,"NC_005226,NC_005227,NC_005228","Segmented"
"Tulare apple mosaic virus",151043,"NC_003833,NC_003834,NC_003835","Segmented"
"Tunis virus",1810944,"NC_040770,NC_040771,NC_040772","Segmented"
"Turnip ringspot virus",392504,"NC_013218,NC_013219","Segmented"
"Turuna virus",629737,"NC_055315,NC_055316,NC_055317","Segmented"
"Umatilla virus",40060,"NC_024499,NC_024500,NC_024503,NC_024504,NC_024505,NC_024506,NC_024507,NC_024508,NC_024509,NC_024510","Segmented"
"Umbre virus",552554,"NC_043035,NC_043036,NC_043037","Segmented"
"University of Giessen virus",1672385,"NC_039005,NC_039006","Segmented"
"University of Helsinki virus",1382279,"NC_023765,NC_023766","Segmented"
"Uriurana virus",1055750,"NC_033840,NC_033849,NC_033850","Segmented"
"Urochloa hoja blanca tenuivirus",55808,"NC_038757,NC_038758","Segmented"
"Urucuri virus",1926502,"NC_033841,NC_033842,NC_033843","Segmented"
"Ustilaginoidea virens partitivirus 2",1415665,"NC_021873,NC_021874","Segmented"
"Utinga virus",159144,"NC_043594,NC_043595,NC_043596","Segmented"
"Uukuniemi virus",11591,"NC_005214,NC_005220,NC_005221","Segmented"
"Varicosavirus lactucae",1985698,"NC_011558,NC_011568","Segmented"
"Velvet bean severe mosaic virus",667119,"NC_013414,NC_013415","Segmented"
"Verbena mottle virus",1884875,"NC_055544,NC_060099","Segmented"
"Verticillium dahliae chrysovirus 1",759389,"NC_038782,NC_038783,NC_038784,NC_038785","Segmented"
"Verticillium dahliae partitivirus 1",1310424,"NC_027822,NC_027823","Segmented"
"Veterinary Pathology Zurich virus 1",2447921,"NC_055445,NC_055446","Segmented"
"Vicia cryptic virus",54289,"NC_007241,NC_007242","Segmented"
"Victorian trout aquabirnavirus",1661392,"NC_030242,NC_030244","Segmented"
"Viola virus",2182586,"NC_055437,NC_055438","Segmented"
"Wad Medani virus",40067,"NC_027533,NC_027539,NC_027540,NC_027541,NC_027542,NC_027543,NC_027544,NC_027545,NC_027546,NC_027547","Segmented"
"Wallal virus",40061,"NC_022553,NC_022554,NC_022555,NC_022556,NC_022557,NC_022558,NC_022559,NC_022560,NC_022561,NC_022562","Segmented"
"Warrego virus",40062,"NC_038614,NC_038615,NC_038616,NC_038617,NC_038618,NC_038619,NC_038620,NC_038621,NC_038622,NC_038623","Segmented"
"Watermelon bud necrosis virus",76052,"NC_038288,NC_038289,NC_038290","Segmented"
"Watermelon chlorotic stunt virus",35341,"NC_003708,NC_003709","Segmented"
"Watermelon silver mottle orthotospovirus",1933300,"NC_003832,NC_003841,NC_003843","Segmented"
"Wellfleet Bay virus",1566309,"NC_025793,NC_025794,NC_025795,NC_025796,NC_025797,NC_025798,NC_025799","Segmented"
"Wenling crustacean virus 13",1923482,"NC_033293,NC_033294","Segmented"
"Wenling crustacean virus 14",1923483,"NC_033291,NC_033292","Segmented"
"Wenling crustacean virus 9",1923492,"NC_032143,NC_032144,NC_032145","Segmented"
"Wenling frogfish arenavirus 1",2116466,"NC_040426,NC_040427,NC_040428","Segmented"
"Wenling frogfish arenavirus 2",2116467,"NC_040464,NC_040465,NC_040466","Segmented"
"Wenling hagfish virus",2116438,"NC_055174","Segmented"
"Wenling red spikefish hantavirus",2116435,"MG599949,MG599950,MG599951","Segmented"
"Wenling yellow goosefish hantavirus",2116436,"MG599946,MG599947,MG599948","Segmented"
"Wenzhou Shrimp Virus 1",1608095,"NC_031287,NC_031290,NC_031292","Segmented"
"Wenzhou Tick Virus",1608094,"NC_031288,NC_031289,NC_031291","Segmented"
"Wenzhou mammarenavirus",1588685,"NC_026018,NC_026019","Segmented"
"Wenzhou qinvirus-like virus 1",1923647,"NC_033298,NC_033299","Segmented"
"Wenzhou qinvirus-like virus 2",1923648,"NC_033296,NC_033297","Segmented"
"Wenzhou shrimp virus 9",1923656,"NC_033295,NC_033300","Segmented"
"Wenzhou tapeworm virus 1",1923661,"NC_033450,NC_033451","Segmented"
"West African Asystasia virus 1",1046573,"NC_016575,NC_016576","Segmented"
"Wheat spindle streak mosaic virus",35285,"NC_040507,NC_040508","Segmented"
"Wheat stripe mosaic virus",2364281,"NC_040760,NC_040761","Segmented"
"Wheat yellow mosaic virus",75746,"NC_002349,NC_002350","Segmented"
"White clover cryptic virus 1",292052,"NC_006275,NC_006276","Segmented"
"White clover cryptic virus 2",1323525,"NC_021094,NC_021095","Segmented"
"Whitewater Arroyo mammarenavirus",46919,"NC_010700,NC_010703","Segmented"
"Wissadula golden mosaic virus",51673,"NC_010948,NC_010951","Segmented"
"Witwatersrand virus",1678231,"NC_043673,NC_043674,NC_043675","Segmented"
"Wolkberg virus",1867943,"NC_034631,NC_034632,NC_034633","Segmented"
"Wound tumor virus",10987,"NC_038944,NC_038945,NC_038946,NC_038947,NC_038948,NC_038949,NC_038950,NC_038951,NC_038952","Segmented"
"Wuchan romanomermis nematode virus 3",1923687,"NC_033445,NC_033452","Segmented"
"Wuchang Cockroach Virus 1",1608097,"NC_031293,NC_031294,NC_031296","Segmented"
"Wuchang Cockroach Virus 3",1608099,"NC_043472,NC_043473","Segmented"
"Wuhan Fly Virus 1",1608101,"NC_031295,NC_031297,NC_031298","Segmented"
"Wuhan Insect virus 2",1608107,"NC_030750,NC_030751,NC_030752","Segmented"
"Wuhan Louse Fly Virus 7",1608121,"NC_043470,NC_043471","Segmented"
"Wuhan Millipede Virus 2",1608125,"NC_043499,NC_043500,NC_043501","Segmented"
"Wuhan Millipede virus 4",1923689,"NC_033447,NC_033448,NC_033449,NC_033454","Segmented"
"Wuhan Mosquito Virus 2",1608127,"NC_031309,NC_031311,NC_031312","Segmented"
"Wuhan aphid virus 1",1746067,"NC_028384,NC_028385,NC_028388,NC_028389","Segmented"
"Wuhan aphid virus 2",1746068,"NC_028382,NC_028383,NC_028386,NC_028387","Segmented"
"Wuhan arthropod virus 4",1923693,"NC_033446,NC_033453","Segmented"
"Wuhan cricket virus",1746070,"NC_028395,NC_028400,NC_028401,NC_028402","Segmented"
"Wuhan cricket virus 2",1923697,"NC_033764,NC_033765,NC_033766,NC_033767,NC_033768,NC_033769","Segmented"
"Wuhan flea virus",1746071,"NC_028393,NC_028394,NC_028398,NC_028399","Segmented"
"Wuhan fly virus 5",1923699,"NC_033485,NC_033486","Segmented"
"Wuhan heteroptera virus 2",1923702,"NC_033478,NC_033487","Segmented"
"Wuhan heteroptera virus 3",1923703,"NC_032504,NC_032505,NC_032506,NC_032507,NC_032508,NC_032509,NC_032510,NC_032511,NC_032512,NC_032513","Segmented"
"Wuhan horsefly Virus",1608139,"NC_031313,NC_031314,NC_031315,NC_031316","Segmented"
"Wuhan house centipede virus 4",1923708,"NC_033480,NC_033488","Segmented"
"Wuhan house centipede virus 5",1923709,"NC_033479,NC_033489","Segmented"
"Wuhan house centipede virus 6",1923710,"NC_033482,NC_033483","Segmented"
"Wuhan insect virus 15",1923719,"NC_033484,NC_033490","Segmented"
"Wuhan insect virus 21",1923725,"NC_033481,NC_033491","Segmented"
"Wuhan insect virus 22",1923726,"NC_033851,NC_033852","Segmented"
"Wuhan insect virus 23",1923727,"NC_032146,NC_032147","Segmented"
"Wuhan insect virus 35",1923738,"NC_033749,NC_033750","Segmented"
"Wuhan large pig roundworm virus 1",1923741,"NC_032130,NC_032148","Segmented"
"Wuhan louse fly virus 6",1608120,"NC_043475,NC_043476","Segmented"
"Wuhan mosquito virus 1",1608126,"NC_031307,NC_031308,NC_031310","Segmented"
"Wuhan pillworm virus 1",1923744,"NC_032514,NC_032515,NC_032516","Segmented"
"Wuhan pillworm virus 3",1923746,"NC_033748,NC_033751","Segmented"
"Wutai mosquito phasivirus",1980612,"NC_031317,NC_031318,NC_031319","Segmented"
"Wyeomyia orthobunyavirus",273350,"NC_039186,NC_039187,NC_039188","Segmented"
